codigo;titulo;organismo;en_que_consiste;requisitos;como_se_hace_el_tramite;quien_puede_o_debe_efectuarlo;que_vigencia_tiene_el_documento;cuantas_veces_deberia_asistir_al_organismo;tiempo_desde_la_solicitud_hasta_la_entrega;donde_se_puede_realizar;cuando_es_necesario_realizar_el_tramite;observaciones;otros1;otros2;otros3;
118;ObtenciÇün del Certificado de Capacidad EconÇümica - AdquisiciÇün de automotores para personas con discapacidad;AdministraciÇün Federal de Ingresos PÇ§blicos;"Obtener un certificado donde se acredite que se cuenta con la capacidad econÇümica necesaria para acceder a la adquisiciÇün y mantenimiento de un automotor con el goce de los beneficios que prevÇ¸ la Ley N¶ø 19.279. Este certificado es necesario para realizar el trÇ­mite de adquisiciÇün de automotores con franquicias ante el Servicio Nacional de RehabilitaciÇün - SNR, trÇ­mite ""Otorgamiento de franquicias para la adquisiciÇün de vehÇğculos para personas con discapacidad (Ley N¶ø 19.279)"".";"1.-Formulario Multinota F206 identificando el trÇ­mite a realizar, debidamente suscripto por la persona con discapacidad o, en su caso, por su representante, precedida la firma de la fÇürmula ""la presente declaraciÇün ha sido confeccionada sin omitir ni falsear dato alguno que deba contener y siendo fiel expresiÇün de la verdad"". Dicho formulario deberÇ­ contener la informaciÇün que, para cada caso, se detalla seguidamente: - Respecto del beneficiarlo y de cada uno de los Integrantes del grupo familiar: Apellido y nombres, NÇ§mero de documento de identidad (LC, LE, DNI), Domicilio, NÇ§mero de clave Ç§nica de identificaciÇün tributaria (CUIT) de resultar obligatoria su inscripciÇün en la AFIP.- Con relaciÇün a los integrantes del grupo familiar: grado de parentesco o afinidad con la persona con discapacidad: Actividades u otras fuentes generadoras de ingresos, domicilio en el que se ejercen las actividades aludidas en el punto anterior (de tratarse de trabajo en relaciÇün de dependencia, deberÇ­ informarse tambiÇ¸n apellido y nombres o denominaciÇün del empleador), monto de los ingresos obtenidos en cada una de las actividades referidas, durante los DOCE (12) meses inmediatos anteriores a la fecha de la solicitud presentada en la AFIP.- Por aquellos ingresos obtenidos en relaciÇün de dependencia: certificado otorgado por el empleador:- De tratarse de ingresos resultantes del desarrollo de actividades autÇünomas (comerciales, de prestaciÇün de servicios, etc.), u otros (rentas de capitales, inmuebles, jubilaciones, etc.): certificaciÇün extendida por contador pÇ§blico, con firma autenticada por la instituciÇün profesional en la que se encuentre matriculado, o documentaciÇün fehaciente que compruebe los ingresos declarados.- Con relaciÇün a los depÇüsitos, indicar: clase y nÇ§mero/s de cuenta/s y denominaciÇün de la o las Instituciones financieras -casa matriz o nÇ§mero de sucursal- en la que se encuentran el o los depÇüsitos, importe del o de los depÇüsitos a la fecha en que se formula la solicitud en la AFIP, adjuntar constancia (original y fotocopia) del o de los depÇüsitos constituidos en las entidades financieras.- Con relaciÇün a la tenencia de tÇğtulos, acciones o bienes de fÇ­cil realizaciÇün por un monto similar al valor del automÇüvil a adquirir, indicar: clase, cantidad, valor nominal y valor de plaza a la fecha en que se formula la solicitud en la AFIP y denominaciÇün de la entidad emisora. Adjuntar constancia (original y fotocopia) de la tenencia de tÇğtulos, acciones o bienes de fÇ­cil realizaciÇün.- Elementos probatorios de los bienes declarados: Respecto de los bienes situados en el paÇğs y/o en el exterior que posean al 31 de diciembre del aÇño inmediato anterior a la fecha de la solicitud: Tipo y ubicaciÇün del bien, Valor de los mismos de conformidad con las disposiciones de los artÇğculos 22 y 23 de la Ley del Impuesto Sobre los Bienes Personales. Respecto del automotor que ha de ser adquirido por el beneficiario: Marca, modelo y valor -el que incluirÇ­ los gastos para su efectiva utilizaciÇün.- De ser interpuesta la solicitud por intermedio de un representante, deberÇ­ exhibirse el poder o autorizaciÇün que acredite el carÇ­cter invocado, acompaÇñÇ­ndose copia del mismo.- El juez administrativo podrÇ­ solicitar, mediante acto fundado, las aclaraciones o documentaciÇün complementarias que considere necesarias a los fines de la tramitaciÇün de las solicitudes.  Requisitos: El peticionante y su nÇ§cleo familiar, a efectos de acreditar capacidad econÇümica mÇğnima para afrontar la erogaciÇün que ocasionarÇ­ la adquisiciÇün y mantenimiento del automotor, deberÇ­n reunir, en forma concurrente, los siguientes requisitos: 1) Tener depositado a la fecha de la solicitud en una o mÇ­s cuenta/s abierta/s en instituciones del paÇğs sujetas al rÇ¸gimen legal de entidades financieras: - un importe que como mÇğnimo sea equivalente al valor del vehÇğculo que pretende adquirir, el caso que se realice la compra al contado o - un importe equivalente al adelanto demandado por el vendedor, en el caso de compra financiada En ambos casos el importe incluirÇ­ todos los gastos que tenga obligaciÇün de incurrir previos a su efectiva utilizaciÇün o acreditarÇ­ la tenencia de tÇğtulos, acciones o bienes de fÇ­cil realizaciÇün por un monto similar.2) Haber tenido la persona con discapacidad o su grupo familiar durante los DOCE (12) meses inmediatos anteriores a la fecha de la solicitud ingresos mensuales no inferiores al CINCO POR CIENTO (5 %) del valor del auto que intenta adquirir. Se considerarÇ­ que el interesado, juntamente con su grupo familiar posee una capacidad econÇümica de tal cuantÇğa que le permita la compra del automotor sin el goce de los beneficios y exenciones, cuando se verifique alguna de las siguientes circunstancias: - Poseer al 31 de diciembre del aÇño anterior a la fecha de la solicitud, bienes situados en el paÇğs y en el exterior que valuados de conformidad con las disposiciones en la Ley del Impuesto Sobre los Bienes Personales, superen el triple del importe previsto en su artÇğculo 21, inciso i). A tal efecto se consideran bienes situados en el paÇğs y en el exterior aquellos enumerados en dicho texto legal, incluidos los detallados en el ArtÇğculo como exentos del Impuesto.- Haber tenido el interesado durante los DOCE (12) meses inmediatos anteriores a la fecha de la solicitud, ingresos mensuales superiores a DOS (2) veces a la suma del importe correspondiente al mÇğnimo no imponible.- Haber tenido el grupo familiar, incluida la persona con discapacidad, ingresos mensuales superiores al cuÇ­druple del importe correspondiente al mÇğnimo no imponible.";1.- Presentar la solicitud mediante el formulario multinota (F.206/M) debidamente cubierto, adjuntando la documentaciÇün requerida para cada caso y cumpliendo los requisitos establecidos.  2.- Retirar el certificado.;PodrÇ­ realizarlo el titular en forma personal o persona debidamente autorizada.;Si bien el documento tramitado no tiene fecha de vigencia, se recomienda su utilzaciÇün dentro de los 30 dÇğas de recibido, a fin evitar trÇ­mites complementarios vinculados a la constataciÇün del mantenimiento de la capacidad econÇümica oportunamente certificada.;DeberÇğa asistir DOS veces: 1.- Presentar la documentaciÇün correspondiente. 2.- Retirar el certificado.;;En la dependencia AFIP-DGI que corresponda a la jurisdicciÇün del domicilio del solicitante, salvo que se tratara de un beneficiario que posea clave Ç§nica de identificaciÇün tributaria (CUIT), en cuyo caso, la solicitud se deberÇ­ efectuar en la dependencia AIP-DGI en la que se encuentre inscripto.Consulte la Dependencia AFIP/DGI correspondiente a su domicilio y su horario y dÇğas de atenciÇün.;;
1150;AsignaciÇün Universal por Hijo con Discapacidad para ProtecciÇün Social;AdministraciÇün Nacional de la Seguridad Social;Obtener la AsignaciÇün Familiar Universal por Hijo Discapacitado para ProtecciÇün Social (Decreto N¶§ 1602/09). Es un beneficio que le corresponde percibir a las personas desocupadas, que trabajan en el mercado informal o ganan menos del salario mÇğnimo, vital y mÇüvil, cuyos hijos sean discapacitados sin lÇğmite de edad, pero hasta un mÇ­ximo de 5 hijos discapacitados por beneficio.  La AsignaciÇün serÇ­ liquidada si cuenta con AutorizaciÇün vigente de ANSES, en el caso en que el menor o la persona a cargo se encuentre discapacitada. A travÇ¸s de esta asignaciÇün el Estado busca asegurarse de que los niÇños y adolescentes asistan a la escuela, se realicen controles periÇüdicos de salud y cumplan con el calendario de vacunaciÇün obligatorio, ya que Ç¸stos son requisitos indispensables para cobrarla.  El 80% del valor de esta asignaciÇün se liquida en forma mensual y el 20% restante se acumula y se liquida una vez al aÇño cuando se verifica el cumplimiento de los requisitos de salud, vacunaciÇün y escolaridad del hijo/hijo con discapacidad y de DeclaraciÇün Jurada del Adulto Responsable.;"1.- Original del Formulario P.S.2.71 &ldquo;DeclaraciÇün Jurada para la TramitaciÇün de la AutorizaciÇün para el Cobro de la AsignaciÇün por Hijo/CÇünyuge con Discapacidad&rdquo;.  2.- Original y fotocopia del Certificado Ç?nico de Discapacidad (CUD), expedido por los organismos habilitados a tal efecto, en el marco de las previsiones de la Ley N¶§ 22.431. En las provincias que momentÇ­neamente se encuentran excluidas de la emisiÇün del Certificado Ç?nico de Discapacidad (CUD) se deberÇ­ presentar, en su reemplazo, el certificado de discapacidad vigente conforme a la Ley Provincial correspondiente. (*)  Si la persona con discapacidad cuenta con Certificado de Discapacidad Provincial vigente al momento de la presentaciÇün del trÇ­mite de autorizaciÇün de discapacidad, puede presentar original y fotocopia del mencionado certificado, el que se considerarÇ­ vÇ­lido hasta la fecha de su vencimiento.  3.- DocumentaciÇün para la carga de las relaciones y acreditaciÇün de datos de persona en la Base Administrador Datos de Personas de ANSES (ADP) y para actualizar el domicilio tanto del titular como del Discapacitado, si estos no se encontraran registrados/actualizados. Solicitar cartilla &ldquo;ActualizaciÇün de datos personales y de relaciones&rdquo;.  4.- En los casos de Hijos con Discapacidad mayores de 18 aÇños en donde no coincidan los domicilios declarados en el Formulario &ldquo;DeclaraciÇün Jurada para la TramitaciÇün de la AutorizaciÇün para el Cobro de la AsignaciÇün por Hijo/CÇünyuge con Discapacidad&rdquo;, el titular deberÇ­ presentar original y fotocopia de la documentaciÇün respaldatoria que acredite que tiene a su cargo a su hijo mayor de 18 aÇños; acompaÇñando al menos una constancia de las que se detallan a continuaciÇün: a) Certificado mÇ¸dico que acredite que por razones de salud la persona con discapacidad vive en el domicilio declarado, acompaÇñando documentaciÇün que acredite la manutenciÇün del discapacitado por parte del titular (giros bancarios, resumen de gastos mensuales, receta mÇ¸dica con factura de pago de remedios extendida a nombre del titular, Contrato de alquiler a nombre del titular con la constancia de pago respectiva, etc.); b) Otra documentaciÇün que permita comprobar que el titular contribuye a hacer frente a la enfermedad del discapacitado. ¶ÿ  (*) Las jurisdicciones exceptuadas de la emisiÇün del Certificado Ç?nico de Discapacidad CUD son: la Ciudad AutÇünoma de Buenos Aires, y las Provincias de CÇürdoba, Misiones y Santa Cruz, las que continÇ§an emitiendo el certificado de discapacidad conforme a la Ley Provincial correspondiente. ¶ÿ Los Certificados de Discapacidad Provinciales vigentes al momento de la presentaciÇün del trÇ­mite son vÇ­lidos hasta la fecha de su vencimiento. Luego de ese plazo, a fin de renovar la autorizaciÇün por discapacidad, los beneficiarios deberÇ­n tramitar el CUD para presentarlo ante ANSES. Las autorizaciones otorgadas por ANSES en forma permanente, mantienen ese carÇ­cter a los efectos del cobro de las asignaciones. ¶ÿ Toda informaciÇün referente al Certificado Ç?nico de Discapacidad (CUD) puede consultarse en la pÇ­gina web del Servicio Nacional de RehabilitaciÇün o por correo electrÇünico a la direcciÇün juntaevaluadora@snr.gov.ar. ¶ÿ Recuerde renovar el Certificado Ç?nico de Discapacidad (CUD) con dos meses de anticipaciÇün al vencimiento del certificado vigente, para ello deberÇ­ concurrir a las Juntas Evaluadoras correspondientes. Obtenido el Certificado Ç?nico de Discapacidad (CUD) deberÇ­ renovar la autorizaciÇün para el cobro de Asignaciones por Discapacidad, previa solicitud de turno en ANSES. ¶ÿ Teniendo en cuenta que podrÇğan existir demoras en el otorgamiento de los turnos para la tramitaciÇün de los Certificados Ç?nicos de Discapacidad (CUD), al momento de la solicitud del turno ante las Juntas Evaluadoras, solicite una constancia del dÇğa en el que gestionÇü el mismo.";"1.- Verificar que el grupo familiar estÇ¸ registrado en las bases de ANSES. Para ello, puede enviar un mensaje de texto ($0,16.- mÇ­s impuestos) desde su celular al nÇ§mero 26737 con los siguientes datos: la palabra HIJOS, dejar un espacio, el N¶§ de DNI del padre/madre/tutor, dejar espacio, y la letra M (si el encargado del menor es hombre) o la letra F (si es mujer). Por ejemplo: HIJOS 21469278 M Si estÇ­ registrado, el sistema le responderÇ­ &ldquo;SÇğ&rdquo;, indicando el nÇ§mero de hijos registrados. Si no estÇ­ registrado, le dirÇ­ &ldquo;Por favor, comunÇğquese al 130&rdquo;.  Si sus datos personales y los de su grupo familiar estÇ­n registrados en la base de ANSES: - CobrarÇ­ las asignaciones en forma directa. - Si no se encuentran registrados, debe presentar el DNI de cada miembro del grupo familiar mÇ­s las partidas de nacimiento, en originales y fotocopias, incluyendo la pÇ­gina del DNI con el domicilio actualizado, infÇürmese sobre los Pasos a seguir.  Usted podrÇ­ consultar o dar de alta sus datos: - Consultar su situaciÇün ante la ANSES. - TelefÇünicamente: llamar al 130. Consultas. NOTA: Se pagarÇ­ a uno solo de los padres, tutor, curador o pariente por consanguinidad hasta el tercer grado, por los hijos discapacitados o personas discapacitadas que se encuentren a su cargo. Los hijos deben ser argentinos, hijos de argentinos nativos o por opciÇün, naturalizados o residentes, con residencia legal en el paÇğs no inferior a TRES (3) aÇños previos a la solicitud.";Es personal y pueden realizarlo: - Trabajadores no registrados, que ganen un monto igual o menor al salario mÇğnimo, vital y mÇüvil. - Desocupados. - Empleados del servicio domÇ¸stico, que ganen un monto igual o menor al salario mÇğnimo, vital y mÇüvil. - Trabajadores de temporada. - Monotribustistas Sociales.;;;;Puede consultar la Unidad De AtenciÇün Integral (UDAI) u oficina mÇ­s cercana a su domicilio.;;
1132;CertificaciÇün Negativa - ANSES;AdministraciÇün Nacional de la Seguridad Social;"Obtener el comprobante que acredita que la persona no registra prestaciÇün alguna en curso de pago: PrestaciÇün por Desempleo; JubilaciÇün; PensiÇün; Plan Jefes y Jefa de Hogar; Programa de Empleo; Beneficio en trÇ­mite o actividad laboral (bajo relaciÇün de dependencia o autÇünoma).";Requisitos: 1.- Poseer nÇ§mero de CUIL o CUIT.;1.- Iniciar la consulta de la CertificaciÇün Negativa. 2.- Ingresar nÇ§mero de CUIL. 3.- Indicar fecha desde y hasta del perÇğodo a consultar. 4.- Presionar CONTINUAR y el sistema arrojarÇ­ el resultado de la consulta.;Titular, apoderado, familiar, establecimiento sanitario, etc.;;;;Puede consultar la Unidad De AtenciÇün Integral (UDAI) u oficina mÇ­s cercana a su domicilio.;;
957;ObtenciÇün de constancia de CUIL;AdministraciÇün Nacional de la Seguridad Social;El CÇüdigo Ç?nico de IdentificaciÇün Laboral (CUIL) es el nÇ§mero que se otorga a todo trabajador al inicio de su actividad laboral en relaciÇün de dependencia y que pertenezca al Sistema Integrado Previsional Argentino (SIPA) y a toda otra persona que gestione alguna prestaciÇün o servicio de la Seguridad Social.  Si un trabajador es o ha sido autÇünomo y tiene asignado una Clave Ç?nica de IdentificaciÇün Tributaria (CUIT), no debe tramitar el CUIL. El CUIL es Ç§nico por persona.;Para obtener su constancia de CUIL se le solicitarÇ­n los siguientes datos: - Apellido y nombre. - Tipo y Nro. de Documento. - Fecha de nacimiento. - Nacionalidad. - Estado civil.;- Por Internet, obtenga la Constancia de CUIL. - Personalmente, en las Unidades de AtenciÇün Integral (UDAI), u Oficinas de ANSES. - A travÇ¸s de los empleadores adheridos a ConexiÇün Directa. - En las oficinas del Correo Argentino.  Nota: Puede efectuar ;El trabajador, apoderado o su empleador indistintamente.;El nÇ§mero de CUIL es permanente. El CÇüdigo Ç?nico de IdentificaciÇün Laboral es personal e intransferible.;;;Puede consultar la Unidad De AtenciÇün Integral (UDAI) u oficina mÇ­s cercana a su domicilio.;;
492;AsignaciÇün Familiar por Maternidad/maternidad Down para Trabajadores en Empresas y Beneficiarios de ART incorporadas al SUAF;AdministraciÇün Nacional de la Seguridad Social;Obtener el pago de un monto igual a la remuneraciÇün bruta que le hubiera correspondido percibir a la trabajadora durante el perÇğodo de Licencia Legal en el empleo con motivo del parto. La cobran las trabajadoras en relaciÇün de dependencia o beneficiaria de una Aseguradora de Riesgos del Trabajo. Cuando la trabajadora se desempeÇña en mÇ­s de un empleo, tiene derecho a la percepciÇün de esta AsignaciÇün Familiar en cada uno de ellos. ¶ÿ En el caso de remuneraciones variables se tiene en cuenta para determinar el monto de esta AsignaciÇün Familiar el promedio de las remuneraciones percibidas durante el perÇğodo de tres (3) meses anteriores al comienzo de la Licencia por Maternidad.;1.- Consultar en la pÇ­gina web de ANSES los requisitos y la documentaciÇün necesaria.;1.- Solicitar Turno a travÇ¸s de la pÇ­gina web de ANSES. ¶ÿ Puede Consultar la informaciÇün del dÇğa y el lugar del turno asignado y efectuar la aceptaciÇün o cancelaciÇün del mismo. 2.- Presentar la documentaciÇün requerida en la Unidad de AtenciÇün Integral (UDAI) u oficina mÇ­s cercana a su domicilio. ¶ÿ NOTA: Para solicitar esta prestaciÇün es necesario contar con la informaciÇün del titular y su grupo familiar registrados en las bases de ANSES. Se recomienda presentar la documentaciÇün con anterioridad al inicio de la licencia por maternidad/maternidad down para que la liquidaciÇün pueda efectuarse durante el transcurso de la licencia respectiva.;;;;;Puede consultar la¶ÿUnidad de AtenciÇün Integral (UDAI) u oficina mÇ­s cercana a su domicilio.;;
420;PrestaciÇün por Edad Avanzada por Invalidez;AdministraciÇün Nacional de la Seguridad Social;Otorgar una prestaciÇün a los afiliados mayores de 65 aÇños de edad que se encuentren incapacitados para el trabajo y que ademÇ­s acrediten la condiciÇün de aportante regular o irregular con derecho. Es incompatible con la percepciÇün de toda jubilaciÇün, pensiÇün o retiro civil o militar, nacional, provincial o municipal. No obstante, es factible percibir dicha prestaciÇün siempre que se renuncie a las otras prestaciones.;1.- Consultar en la pÇ­gina web de ANSES los requisitos y la documentaciÇün necesaria.;1.- Solicitar Turno a travÇ¸s de la pÇ­gina web de ANSES. ¶ÿ Puede Consultar la informaciÇün del dÇğa y el lugar del turno asignado y efectuar la aceptaciÇün o cancelaciÇün del mismo. ¶ÿ 2.- Presentar la documentaciÇün requerida en la Unidad de AtenciÇün Integral (UDAI) u oficina mÇ­s cercana a su domicilio.;;;;;Puede consultar la¶ÿUnidad de AtenciÇün Integral (UDAI) u oficina mÇ­s cercana a su domicilio.;;
250;Retiro por Invalidez;AdministraciÇün Nacional de la Seguridad Social;Otorgar una prestaciÇün a aquella persona afiliada al SIPA, cualquiera fuere su edad o antigÇ¬edad en el servicio, que se incapacite fÇğsica o intelectualmente en forma total para el desempeÇño de cualquier actividad compatible con sus aptitudes profesionales y que ademÇ­s cumpla con la condiciÇün de aportante regular o irregular con derecho. Es incompatible con el desempeÇño de cualquier actividad en relaciÇün de dependencia.;1.- Consultar en la pÇ­gina web de ANSES los requisitos y la documentaciÇün necesaria.;1.- Solicitar Turno a travÇ¸s de la pÇ­gina web de ANSES. ¶ÿ Puede Consultar la informaciÇün del dÇğa y el lugar del turno asignado y efectuar la aceptaciÇün o cancelaciÇün del mismo. ¶ÿ 2.- Presentar la documentaciÇün requerida en la Unidad de AtenciÇün Integral (UDAI) u oficina mÇ­s cercana a su domicilio.;;;;;Puede consultar la¶ÿUnidad de AtenciÇün Integral (UDAI) u oficina mÇ­s cercana a su domicilio.;;
1202;Programa Naveguemos Juntos;Armada Argentina;Es un curso de navegaciÇün a vela adaptada para personas con discapacidad con los objetivos de socializaciÇün, integraciÇün y trabajo en equipo para mejorar sus aptitudes psÇğquicas y fÇğsicas. ¶ÿ La duraciÇün del curso es de diez clases de 3 horas de duraciÇün, una vez por semana y al finalizar el mismo se entregarÇ­ un certificado de asistencia.;Requisitos: 1.- Tener entre 18 y 63 aÇños a la fecha de iniciaciÇün de los cursos. 2.- Saber nadar. 3.- Poseer: ¶ÿ¶ÿ - Capacidad para manipular cabos (sogas). ¶ÿ¶ÿ - Capacidad para recibir, comprender y ejecutar instrucciones bÇ­sicas de navegaciÇün. ¶ÿ ¶ÿ QuÇ¸ documentaciÇün se debe presentar: 1.- Certificado de Discapacidad oficial emitido por autoridad competente. 2.- Certificado mÇ¸dico de aptitud 3.- DNI. ¶ÿ NOTA: Una vez inscripto deberÇ­ firmar un compromiso aceptando los requisitos y exigencias del curso.;1.- Informarse en la DivisiÇün de Relaciones con la Comunidad por correo electrÇünico a rrcomunidad@ara.mil.ar o telefÇünicamente al (011) 4317 2000 Interno 3091. 2.- Asistir a la entrevista acordada. ¶ÿ RECUERDE: Los cupos son limitados.;Personas con discapacidad.;;DeberÇğa asistir 1 vez: 1.- Asistir a la entrevista acordada.;;Sede Olivos del Centro Naval, Malaver 401, Olivos (altura Libertador al 1900).;;
2406;Programa de plazas accesibles;ComisiÇün Nacional Asesora para la IntegraciÇün de las Personas con Discapacidad;Acceder al Programa de plazas accesibles que¶ÿpropone la ejecuciÇün de obras bÇ­sicas y¶ÿequipamiento de plazas existentes, permitiendo conformar espacios verdes y de¶ÿjuegos accesibles.El programa se incluye dentro de los objetivos planteados en el Plan Nacional de¶ÿAccesibilidad en el Ç­mbito de la movilidad y la eliminaciÇün de barreras, instalando¶ÿcriterios de accesibilidad universal.;1.- Consultar los¶ÿrequisitos y la documentaciÇün¶ÿnecesaria¶ÿpara cada Programa.;1.- Presentar la¶ÿsolicitud¶ÿen la Mesa de Entradas de la Unidad Ejecutora de Proyectos, la cual procederÇ­ a su registro y, cuando corresponda, a su caratulaciÇün, dando inicio formal al trÇ­mite.¶ÿPuede consultar los¶ÿFormularios¶ÿnecesarios para la transferencia de fondos.¶ÿUna vez cumplimentada la solicitud, la CoordinaciÇün TÇ¸cnica de la Unidad Ejecutora de Proyectos realizarÇ­ un Informe TÇ¸cnico, en base al cual el Coordinador General emitirÇ­ un dictamen sobre la procedencia de la aceptaciÇün o rechazo de la peticiÇün. En caso de ser aceptado, la Unidad Ejecutora de Proyectos elaborarÇ­ el convenio a suscribir con el beneficiario. Todo Proyecto de convenio o de resoluciÇün de otorgamiento de subsidio, deberÇ­ contar con dictamen jurÇğdico de la SecretarÇğa Legal y TÇ¸cnica de la Presidencia de la NaciÇün.¶ÿ2.- Realizar la¶ÿRendiciÇün de Cuentas. ¶ÿ ¶ÿ¶ÿNota: En todos los casos la solicitud deberÇ­ estar avalada por el Ç­rea gubernamental local con competencia en materia de discapacidad, de la Provincia de origen del solicitante o del lugar donde se aplique el subsidio o del Gobierno de la Ciudad AutÇünoma de Buenos Aires, independientemente de la intervenciÇün que le competa a los distintos Ministerios del Gobierno Nacional. ¶ÿ;PodrÇ­n presentar proyectos aquellos Municipios que hayan firmado o firmen el¶ÿConvenio sobre el Plan Nacional de Accesibilidad. (ResoluciÇün CONADIS N¶§¶ÿ94/07).;;DeberÇğa asistir DOS veces:1.- Presentar la documentaciÇün.2.- Suscribir el convenio. ¶ÿ¶ÿNota: Eventualmente podrÇğa ser citado para dar explicaciones o agregar documentaciÇün. ¶ÿ;;Unidad Ejecutora de Proyectos, CONADIS sita en Av. Julio A. Roca 782, Piso 4, Ciudad AutÇünoma de Buenos Aires.;Los proyectos serÇ­n recibidos a partir del 1 de julio de 2013 y pueden ser enviados, segÇ§n corresponda, por organismos de gobierno, organizaciones de la sociedad civil y personas fÇğsicas.;
2405;Programa de fortalecimiento de redes de rehabilitaciÇün;ComisiÇün Nacional Asesora para la IntegraciÇün de las Personas con Discapacidad;Acceder al¶ÿPrograma de fortalecimiento de redes de rehabilitaciÇün que¶ÿtiene por finalidad fortalecer el sistema pÇ§blico de¶ÿsalud promoviendo en sus hospitales pÇ§blicos la generaciÇün de servicios de¶ÿrehabilitaciÇün, para hacer accesible la atenciÇün en rehabilitaciÇün de las personas con¶ÿdiscapacidad o riesgo de adquirirla. Tiene como propÇüsito, crear o fortalecer servicios de¶ÿrehabilitaciÇün de II Nivel de atenciÇün, ResoluciÇün N¶ø47/2001, integrados a la red de¶ÿatenciÇün en rehabilitaciÇün planeada por la provincia.;1.- Consultar los¶ÿrequisitos y la documentaciÇün¶ÿnecesaria¶ÿpara cada Programa.;1.- Presentar la¶ÿsolicitud¶ÿen la Mesa de Entradas de la Unidad Ejecutora de Proyectos, la cual procederÇ­ a su registro y, cuando corresponda, a su caratulaciÇün, dando inicio formal al trÇ­mite.¶ÿPuede consultar los¶ÿFormularios¶ÿnecesarios para la transferencia de fondos.¶ÿUna vez cumplimentada la solicitud, la CoordinaciÇün TÇ¸cnica de la Unidad Ejecutora de Proyectos realizarÇ­ un Informe TÇ¸cnico, en base al cual el Coordinador General emitirÇ­ un dictamen sobre la procedencia de la aceptaciÇün o rechazo de la peticiÇün. En caso de ser aceptado, la Unidad Ejecutora de Proyectos elaborarÇ­ el convenio a suscribir con el beneficiario. Todo Proyecto de convenio o de resoluciÇün de otorgamiento de subsidio, deberÇ­ contar con dictamen jurÇğdico de la SecretarÇğa Legal y TÇ¸cnica de la Presidencia de la NaciÇün.¶ÿ2.- Realizar la¶ÿRendiciÇün de Cuentas. ¶ÿ ¶ÿ¶ÿNota: En todos los casos la solicitud deberÇ­ estar avalada por el Ç­rea gubernamental local con competencia en materia de discapacidad, de la Provincia de origen del solicitante o del lugar donde se aplique el subsidio o del Gobierno de la Ciudad AutÇünoma de Buenos Aires, independientemente de la intervenciÇün que le competa a los distintos Ministerios del Gobierno Nacional. ¶ÿ;PodrÇ­n presentar proyectos los organismos gubernamentales y las Asociaciones¶ÿCooperadoras de los hospitales pÇ§blicos.;;DeberÇğa asistir DOS veces:1.- Presentar la documentaciÇün.2.- Suscribir el convenio. ¶ÿ¶ÿNota: Eventualmente podrÇğa ser citado para dar explicaciones o agregar documentaciÇün. ¶ÿ;;Unidad Ejecutora de Proyectos, CONADIS sita en Av. Julio A. Roca 782, Piso 4, Ciudad AutÇünoma de Buenos Aires.;Los proyectos serÇ­n recibidos a partir del 1 de julio de 2013 y pueden ser enviados, segÇ§n corresponda, por organismos de gobierno, organizaciones de la sociedad civil y personas fÇğsicas.;
